technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,cost_per_tonne_abated,abatement_tech_sector,uid,year,region,gics_sector
EV Fleet Transition,False,33660,33660,0.0,3923746.1999999997,116.57,Consumer Discretionary,C033,2029,Global,Financials
Smart Grid Tech,False,32667,32667,0.0,2007713.82,61.46,Utilities,C033,2029,Global,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C033,2029,Global,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C033,2029,Global,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C033,2029,Global,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C033,2029,Global,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C033,2029,Global,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C033,2029,Global,Financials
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C033,2029,Global,Financials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C033,2029,Global,Financials
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C033,2029,Global,Financials
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C033,2029,Global,Financials
Energy Efficiency Upgrades,False,157864,157864,0.0,7424343.92,47.03,Industrials,C033,2030,Global,Financials
Carbon Capture and Storage,False,862848,862848,0.0,74429268.48,86.26,Energy,C033,2030,Global,Financials
Hydrogen Fuel,False,154408,154408,0.0,23252300.72,150.59,Materials,C033,2030,Global,Financials
Grid-scale Battery Storage,False,311060,311060,0.0,28194478.4,90.64,Utilities,C033,2030,Global,Financials
Heat Pumps,False,43216,43216,0.0,1518178.08,35.13,Consumer Discretionary,C033,2030,Global,Financials
Electrification of Equipment,False,54256,54256,0.0,3558651.04,65.59,Industrials,C033,2030,Global,Financials
Wind Power,False,360748,360748,0.0,12110310.36,33.57,Energy,C033,2030,Global,Financials
Process Electrification,False,158948,158948,0.0,12448807.36,78.32,Materials,C033,2030,Global,Financials
EV Fleet Transition,False,44880,44880,0.0,5231661.6,116.57,Consumer Discretionary,C033,2030,Global,Financials
Smart Grid Tech,False,43556,43556,0.0,2676951.7600000002,61.46000000000001,Utilities,C033,2030,Global,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C033,2030,Global,Financials
Carbon Capture and Storage,True,18030,215712,453420000.0,1555267.8,2188.2292923898535,Energy,C033,2030,Global,Financials
Wind Power,True,30061,192720,218940000.0,936400.1499999999,1167.2023038605232,Energy,C037,2026,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2027,USA,Energy
Wind Power,False,30062,192720,0.0,936431.2999999999,31.15,Energy,C037,2028,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2029,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2030,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2031,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2032,USA,Energy
Wind Power,False,30062,192720,0.0,936431.2999999999,31.15,Energy,C037,2033,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2034,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2035,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2036,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2037,USA,Energy
Wind Power,False,30062,192720,0.0,936431.2999999999,31.15,Energy,C037,2038,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2039,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2040,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2041,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2042,USA,Energy
Wind Power,False,30062,192720,0.0,936431.2999999999,31.15,Energy,C037,2043,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2044,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2045,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2046,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2047,USA,Energy
Wind Power,False,30062,192720,0.0,936431.2999999999,31.15,Energy,C037,2048,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2049,USA,Energy
Wind Power,False,30061,192720,0.0,936400.1499999999,31.15,Energy,C037,2050,USA,Energy
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C038,2026,USA,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C038,2026,USA,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C038,2026,USA,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C038,2026,USA,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C038,2026,USA,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C038,2026,USA,Financials
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C038,2026,USA,Financials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C038,2026,USA,Financials
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C038,2026,USA,Financials
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C038,2026,USA,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C038,2027,USA,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C038,2027,USA,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C038,2027,USA,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C038,2027,USA,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C038,2027,USA,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C038,2027,USA,Financials
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C038,2027,USA,Financials
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C038,2027,USA,Financials
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C038,2027,USA,Financials
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C038,2027,USA,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C038,2027,USA,Financials
Carbon Capture and Storage,True,119860,215712,453420000.0,10339123.600000001,2188.2292923898535,Energy,C038,2027,USA,Financials
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C038,2028,USA,Financials
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C038,2028,USA,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C038,2028,USA,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C038,2028,USA,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C038,2028,USA,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C038,2028,USA,Financials
Wind Power,False,56181,90187,0.0,1885996.17,33.57,Energy,C038,2028,USA,Financials
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C038,2029,USA,Financials
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C038,2029,USA,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C038,2029,USA,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C038,2029,USA,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C038,2029,USA,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C038,2029,USA,Financials
Wind Power,False,56181,90187,0.0,1885996.17,33.57,Energy,C038,2029,USA,Financials
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C038,2030,USA,Financials
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C038,2030,USA,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C038,2030,USA,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C038,2030,USA,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C038,2030,USA,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C038,2030,USA,Financials
Wind Power,False,56181,90187,0.0,1885996.17,33.57,Energy,C038,2030,USA,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C040,2026,UK,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C040,2026,UK,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C040,2026,UK,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C040,2026,UK,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C040,2026,UK,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C040,2026,UK,Financials
Wind Power,True,14521,90187,631170000.0,487469.97000000003,7032.028757914111,Energy,C040,2026,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2027,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2027,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2027,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2027,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2027,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2027,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2027,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2028,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2028,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2028,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2028,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2028,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2028,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2028,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2029,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2029,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2029,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2029,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2029,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2029,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2029,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2030,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2030,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2030,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2030,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2030,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2030,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2030,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2031,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2031,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2031,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2031,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2031,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2031,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2031,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2032,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2032,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2032,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2032,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2032,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2032,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2032,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2033,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2033,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2033,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2033,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2033,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2033,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2033,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2034,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2034,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2034,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2034,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2034,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2034,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2034,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2035,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2035,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2035,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2035,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2035,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2035,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2035,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2036,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2036,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2036,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2036,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2036,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2036,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2036,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2037,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2037,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2037,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2037,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2037,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2037,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2037,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2038,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2038,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2038,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2038,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2038,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2038,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2038,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2039,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2039,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2039,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2039,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2039,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2039,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2039,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2040,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2040,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2040,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2040,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2040,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2040,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2040,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2041,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2041,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2041,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2041,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2041,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2041,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2041,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2042,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2042,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2042,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2042,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2042,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2042,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2042,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2043,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2043,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2043,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2043,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2043,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2043,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2043,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2044,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2044,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2044,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2044,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2044,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2044,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2044,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2045,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2045,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2045,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2045,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2045,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2045,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2045,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2046,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2046,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2046,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2046,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2046,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2046,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2046,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2047,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2047,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2047,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2047,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2047,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2047,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2047,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2048,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2048,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2048,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2048,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2048,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2048,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2048,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2049,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2049,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2049,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2049,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2049,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2049,UK,Financials
Wind Power,False,14522,90187,0.0,487503.54,33.57,Energy,C040,2049,UK,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C040,2050,UK,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C040,2050,UK,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C040,2050,UK,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C040,2050,UK,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C040,2050,UK,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C040,2050,UK,Financials
Wind Power,False,14521,90187,0.0,487469.97000000003,33.57,Energy,C040,2050,UK,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C041,2026,India,IT
Carbon Capture and Storage,True,177277,215712,453420000.0,15291914.020000001,2188.2292923898535,Energy,C041,2026,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C041,2027,India,IT
Carbon Capture and Storage,False,177276,215712,0.0,15291827.760000002,86.26,Energy,C041,2027,India,IT
